Classe,Caractéristique Couleur,Caractéristique LPB,Caractéristique Fréquentielle
2,7.0,"[0.02005709 0.0400015  0.02441406 0.06265024 0.13750751 0.11730018
 0.04343825 0.04355093 0.45139724 0.05968299 0.02764423 0.03538161
 0.02711839 0.06685697 0.1417518  0.13514123 0.03658353 0.04229267
 0.42277644 0.06445312 0.03064904 0.03725962 0.02944712 0.07331731
 0.13341346 0.15384615 0.02674279 0.04987981 0.39393029 0.07151442]","[ 7.14478550e-04  9.34938115e-08  7.64765073e-12  2.96738816e-13
 -5.43435528e-26  1.64138404e-17  4.43703030e-25]"
2,3.0,"[0.02550331 0.0384991  0.02693059 0.0706881  0.12216421 0.10715895
 0.03894982 0.04535382 0.46330379 0.06144832 0.03034856 0.03583233
 0.03004808 0.07158954 0.11981671 0.13634315 0.03583233 0.04274339
 0.43096454 0.06648137 0.0375601  0.0375601  0.02644231 0.07932692
 0.10907452 0.19080529 0.03635817 0.05048077 0.36418269 0.06820913]","[ 6.65001454e-04  1.79290688e-08  1.23279192e-11  2.62104016e-13
  2.04078132e-25  7.48524526e-18 -4.24653461e-25]"
2,6.0,"[0.0143104  0.02798227 0.01235727 0.04035832 0.07842548 0.12407978
 0.02944712 0.03904372 0.58805965 0.045936   0.01975661 0.02629207
 0.01277043 0.05033053 0.08458534 0.14580829 0.0320012  0.0409405
 0.53432993 0.0531851  0.01802885 0.02854567 0.01141827 0.06490385
 0.09915865 0.18629808 0.03335337 0.0546875  0.45102163 0.05258413]","[ 8.14021128e-04  1.12204799e-07  1.24484498e-10  1.33424031e-11
 -2.32879166e-22 -2.07471502e-15  4.91369747e-22]"
2,101.0,"[0.01699594 0.04356971 0.02321214 0.09628531 0.14148888 0.21711614
 0.07179612 0.06693209 0.25161508 0.07098858 0.03019832 0.05078125
 0.03620793 0.10013522 0.14640925 0.19433594 0.07339243 0.06828425
 0.20845853 0.09179688 0.03455529 0.04747596 0.04507212 0.12079327
 0.1703726  0.20492788 0.0640024  0.06640625 0.1577524  0.08864183]","[ 6.57149503e-04  1.47238405e-10  2.20493176e-14  6.63230620e-15
 -2.30514959e-29 -7.97808071e-20  7.68196772e-29]"
2,174.0,"[0.02758789 0.04062124 0.02794471 0.06933594 0.11872746 0.11955379
 0.04163537 0.0467811  0.44035457 0.06745793 0.03553185 0.0383113
 0.03132512 0.06986178 0.11500901 0.14002404 0.03786058 0.04972957
 0.40842849 0.07391827 0.04417067 0.03695913 0.02103365 0.09014423
 0.10456731 0.18359375 0.03695913 0.04867788 0.35096154 0.08293269]","[6.66247238e-04 1.80316313e-08 1.25250994e-11 2.70515792e-13
 2.27559169e-25 8.22054858e-18 4.42903978e-25]"
2,6.0,"[0.01269531 0.02604793 0.00929612 0.03771034 0.06817157 0.11908428
 0.02741887 0.03799204 0.62131911 0.04026442 0.01690204 0.02433894
 0.01194411 0.04927885 0.07391827 0.14197716 0.02959736 0.04424579
 0.56234976 0.04544772 0.01772837 0.0249399  0.01322115 0.05859375
 0.08353365 0.17307692 0.03125    0.04867788 0.49489183 0.05408654]","[ 8.14915650e-04  1.13467938e-07  1.25116249e-10  1.34869389e-11
 -2.11971306e-22 -1.98115954e-15  5.11867603e-22]"
2,3.0,"[0.0166579  0.02888371 0.01645132 0.04580454 0.10606971 0.10302734
 0.03140024 0.03513747 0.5718149  0.04475285 0.02080829 0.0238131
 0.01885517 0.0535607  0.11711238 0.12567608 0.03064904 0.033128
 0.53245192 0.04394531 0.02073317 0.0219351  0.02013221 0.07331731
 0.10396635 0.17728365 0.02674279 0.04447115 0.46364183 0.04777644]","[7.26401529e-04 8.47126036e-08 5.83651562e-11 4.06130057e-12
 3.69896397e-23 7.23944297e-16 5.04134614e-23]"
2,12.0,"[0.03282752 0.05348558 0.02621695 0.06049053 0.09288612 0.16199669
 0.05650916 0.05709135 0.34885817 0.10963792 0.04221755 0.05776743
 0.03583233 0.0632512  0.08578726 0.13934796 0.04807692 0.06084736
 0.34690505 0.11996695 0.03786058 0.04927885 0.04086538 0.07572115
 0.10967548 0.18569712 0.04507212 0.06310096 0.29807692 0.09465144]","[ 9.05306619e-04  3.32861947e-08  2.08480502e-13  1.93958140e-12
  5.15845974e-25 -7.87043900e-17  1.12031871e-24]"
2,23.0,"[0.02785081 0.03196364 0.01547476 0.04465895 0.05908203 0.15591196
 0.03647085 0.0461238  0.52071439 0.0617488  0.02967248 0.03357873
 0.02170974 0.0531851  0.07602163 0.16706731 0.03733474 0.04987981
 0.46289062 0.06865986 0.03485577 0.04236779 0.0219351  0.06129808
 0.078125   0.19140625 0.04627404 0.05588942 0.38611779 0.08173077]","[ 1.18930600e-03  1.63800641e-07  4.91000245e-10  1.42301643e-10
 -1.57010632e-21 -2.09220920e-14  3.75817535e-20]"
2,21.0,"[0.01690204 0.01810397 0.0063101  0.01282677 0.01998197 0.05677209
 0.01077975 0.02015099 0.80699745 0.03117488 0.01389724 0.01554988
 0.00999099 0.01878005 0.0230619  0.09720553 0.01141827 0.02043269
 0.76126803 0.02839543 0.01262019 0.01652644 0.00841346 0.02794471
 0.01802885 0.13611779 0.01292067 0.02794471 0.71123798 0.02824519]","[ 1.51694843e-03  1.05299419e-06  7.63823807e-10  9.61127705e-11
 -2.59025417e-20 -8.95742128e-14 -2.68794753e-21]"
2,21.0,"[0.02041391 0.02612305 0.01314603 0.03804838 0.06069712 0.1312162
 0.03014198 0.03611403 0.59878305 0.04531626 0.02201022 0.0253155
 0.01442308 0.04619892 0.08037861 0.14393029 0.03598257 0.0371845
 0.54582332 0.048753   0.02223558 0.03185096 0.01532452 0.05138221
 0.0922476  0.16526442 0.03816106 0.04927885 0.47566106 0.05859375]","[ 9.02538472e-04  1.07950669e-07  1.23634823e-10  1.78171729e-11
  7.91043712e-23 -5.63600297e-16 -8.32485613e-22]"
2,24.0,"[0.00967172 0.02679913 0.01357797 0.077186   0.13559195 0.22156701
 0.05530724 0.0458421  0.36686824 0.04758864 0.02426382 0.03958834
 0.02065805 0.08533654 0.13484075 0.19133113 0.05476262 0.05904447
 0.30896935 0.08120493 0.02644231 0.05078125 0.02403846 0.10246394
 0.12920673 0.18629808 0.05558894 0.06520433 0.26382212 0.09615385]","[ 7.82204975e-04  9.40052589e-08  8.34001975e-11  5.39858838e-12
 -1.02221490e-22 -1.52785226e-15  5.17010571e-23]"
2,23.0,"[0.00878906 0.02135291 0.01134315 0.04935397 0.09990986 0.12021109
 0.03004808 0.03194486 0.59288612 0.03416091 0.01660156 0.02403846
 0.015625   0.05401142 0.10456731 0.12642728 0.02914663 0.0379357
 0.55025541 0.04139123 0.01832933 0.02824519 0.0171274  0.06219952
 0.10366587 0.16616587 0.02433894 0.04657452 0.48497596 0.0483774 ]","[ 8.20086407e-04  8.73146503e-08  1.57101603e-10  1.52668394e-11
 -5.89172399e-22 -3.49875275e-15 -4.60322453e-22]"
2,22.0,"[0.02047025 0.02668645 0.01370944 0.03628305 0.05042443 0.09970328
 0.02642353 0.03384165 0.64725436 0.04520358 0.01953125 0.02576623
 0.01359675 0.04717548 0.06415264 0.13454026 0.0226863  0.03650841
 0.58924279 0.04679988 0.02223558 0.02884615 0.01622596 0.05048077
 0.0766226  0.15264423 0.02614183 0.0453726  0.53395433 0.04747596]","[ 1.95699959e-03  1.22315998e-06  3.56894525e-11  2.22316488e-11
 -5.50989811e-22  2.35166215e-14 -2.97594784e-22]"
2,28.0,"[0.00717398 0.02435772 0.00777494 0.03782302 0.07363657 0.16408128
 0.02856445 0.03575721 0.58069787 0.04013296 0.01990685 0.0320012
 0.0093149  0.04371995 0.0691857  0.189378   0.02726863 0.05371094
 0.49609375 0.05942007 0.01862981 0.04477163 0.0141226  0.06159856
 0.05709135 0.19921875 0.0405649  0.07331731 0.4047476  0.0859375 ]","[ 1.98159483e-03  4.07593679e-07  9.05141927e-11  1.52418136e-11
 -5.05709568e-22  9.40091956e-15  2.54473552e-22]"
2,18.0,"[0.02751277 0.03224534 0.01785983 0.04071514 0.05245267 0.12338492
 0.03594501 0.03904372 0.5719088  0.05893179 0.03455529 0.03748498
 0.01847957 0.04274339 0.05536358 0.1316857  0.03177584 0.04642428
 0.53297776 0.06850962 0.03695913 0.03335337 0.0219351  0.05498798
 0.06189904 0.15925481 0.02944712 0.05228365 0.46905048 0.08082933]","[ 1.07341939e-03  3.69421622e-07  3.96476292e-10  4.76238027e-11
 -6.54206244e-21 -2.87510836e-14 -1.60113349e-22]"
2,23.0,"[0.016564   0.0246582  0.01087365 0.02892127 0.03977614 0.08999399
 0.02264874 0.03429237 0.69127479 0.04099684 0.01938101 0.0238131
 0.01014123 0.03786058 0.04492188 0.11711238 0.02216046 0.0401893
 0.63694411 0.04747596 0.02073317 0.02674279 0.01682692 0.0453726
 0.03996394 0.1577524  0.02884615 0.06009615 0.55558894 0.04807692]","[ 1.15598147e-03  4.81206003e-07  5.97819467e-10  6.85302428e-11
 -8.43824253e-21 -4.39064485e-14 -1.10091457e-20]"
2,25.0,"[0.02251728 0.02982272 0.01301457 0.02976638 0.04616136 0.08464168
 0.02693059 0.03156926 0.66569636 0.04987981 0.02764423 0.02373798
 0.01494892 0.03771034 0.05055589 0.11433293 0.02170974 0.03463041
 0.6238732  0.05085637 0.0249399  0.0297476  0.01832933 0.05048077
 0.04747596 0.14092548 0.01742788 0.0390625  0.57932692 0.05228365]","[1.53688002e-03 5.90570066e-07 1.81641787e-09 1.83127304e-10
 2.28815204e-21 2.67025128e-14 1.05593113e-19]"
2,40.0,"[0.00948392 0.02071439 0.00862004 0.02689303 0.09074519 0.08683894
 0.01853591 0.02497746 0.68539663 0.02779447 0.01329627 0.02020733
 0.00811298 0.03508113 0.09442608 0.10764724 0.01434796 0.02764423
 0.64753606 0.03170072 0.01502404 0.0234375  0.01472356 0.03575721
 0.08533654 0.15114183 0.02133413 0.03876202 0.58143029 0.03305288]","[ 7.73979279e-04  1.08694724e-07  7.72501401e-11  1.12733491e-11
  4.45666270e-23  1.96015270e-16 -3.29683200e-22]"
2,26.0,"[0.0059345  0.01350285 0.00420673 0.02582257 0.05538236 0.09885817
 0.01985051 0.02223558 0.73291016 0.02129657 0.00676082 0.01096755
 0.00751202 0.03658353 0.06633113 0.12552584 0.02043269 0.02298678
 0.6808143  0.02208534 0.00721154 0.01652644 0.00901442 0.03725962
 0.07271635 0.15715144 0.01923077 0.02614183 0.62950721 0.02524038]","[ 1.39758207e-03  9.71189535e-07  9.55785412e-10  1.37644258e-10
 -4.09248755e-20 -1.32745527e-13 -2.85946119e-20]"
2,23.0,"[0.00927734 0.02281776 0.01312725 0.05470628 0.11405123 0.13065279
 0.03357873 0.03496845 0.55211463 0.03470553 0.01630108 0.02801983
 0.01735276 0.05942007 0.12049279 0.13942308 0.02929688 0.04064002
 0.50480769 0.04424579 0.02013221 0.02914663 0.0219351  0.08112981
 0.11027644 0.16496394 0.03515625 0.0453726  0.44080529 0.05108173]","[ 8.22395277e-04  8.69938861e-08  1.60714828e-10  1.56930092e-11
 -6.20790262e-22 -3.60876871e-15 -4.85528784e-22]"
2,24.0,"[0.01560622 0.03902494 0.02041391 0.06813401 0.10674579 0.139686
 0.04244291 0.04625526 0.46283428 0.05885667 0.03267728 0.0386869
 0.03252704 0.05724159 0.10997596 0.12056791 0.04259315 0.04371995
 0.43982873 0.08218149 0.09765625 0.02373798 0.01292067 0.0561899
 0.09705529 0.15414663 0.01592548 0.03605769 0.45072115 0.05558894]","[ 7.97023293e-04  1.20282104e-07  1.31291335e-11  4.19797506e-12
  1.10884494e-23  2.67850351e-16 -2.91264707e-23]"
2,76.0,"[0.0067796  0.01498648 0.00580303 0.02591647 0.04676232 0.10398513
 0.01641376 0.0232497  0.72710712 0.02899639 0.00848858 0.01111779
 0.0081881  0.03891226 0.06084736 0.13386418 0.01855469 0.02554087
 0.6730018  0.02148438 0.00961538 0.02133413 0.00691106 0.03966346
 0.07061298 0.16135817 0.0219351  0.03365385 0.60336538 0.03155048]","[8.95947165e-04 3.76259040e-07 2.34406092e-12 2.41955348e-13
 4.39812609e-26 5.31291493e-18 1.76828838e-25]"
2,21.0,"[0.01641376 0.03089318 0.01725886 0.05294096 0.12054913 0.12670898
 0.03183218 0.03517503 0.51939979 0.04882812 0.02546575 0.03117488
 0.02028245 0.06077224 0.11222957 0.13972356 0.02734375 0.03823618
 0.4851262  0.05964543 0.02884615 0.03816106 0.01953125 0.07061298
 0.10727163 0.15685096 0.02704327 0.05288462 0.43088942 0.06790865]","[ 8.16641803e-04  2.03225766e-07  6.57961439e-11  5.12109361e-12
 -4.96400630e-23 -1.20774985e-15  7.98281472e-23]"
3,114.0,"[0.01915565 0.03014198 0.02420748 0.0557204  0.10603215 0.09992864
 0.03464919 0.03451773 0.54986103 0.04578576 0.01938101 0.0249399
 0.02907151 0.06603065 0.10892428 0.1261268  0.03365385 0.03553185
 0.51014123 0.04619892 0.02313702 0.03125    0.02764423 0.07061298
 0.08834135 0.17457933 0.03725962 0.04356971 0.4516226  0.05198317]","[8.15093474e-04 1.18303287e-07 2.55870795e-11 3.19004931e-13
 5.42936357e-25 4.42613955e-17 7.32024756e-25]"
3,113.0,"[0.04227389 0.05352314 0.03866812 0.06088492 0.06657527 0.08099835
 0.04109075 0.05380484 0.45575421 0.10642653 0.03936298 0.04326923
 0.03853666 0.06565505 0.08676382 0.11823918 0.04199219 0.04897837
 0.41962139 0.09758113 0.04026442 0.04597356 0.04296875 0.07512019
 0.0718149  0.14182692 0.04296875 0.06159856 0.39032452 0.08713942]","[ 7.77551738e-04  1.15843691e-07  6.97675212e-14  4.79131070e-14
  1.36471541e-27  7.19359549e-18 -2.41069589e-27]"
3,105.0,"[0.03093074 0.04279973 0.03063026 0.05900691 0.09938401 0.10659555
 0.04233023 0.04719426 0.47132287 0.06980544 0.03613281 0.03493089
 0.03185096 0.06550481 0.10298978 0.13927284 0.0394381  0.04860276
 0.43336839 0.06790865 0.0375601  0.04176683 0.02944712 0.07271635
 0.08984375 0.18058894 0.04086538 0.06069712 0.36658654 0.07992788]","[ 7.40541043e-04  7.52753061e-09  3.00943725e-11  1.14039076e-13
  1.70546013e-25 -9.83846510e-18  1.24683836e-25]"
3,115.0,"[0.02028245 0.03207632 0.03232046 0.08407828 0.15623122 0.11298077
 0.04033954 0.03919396 0.42908654 0.05341046 0.02298678 0.02914663
 0.03853666 0.09427584 0.13919772 0.13408954 0.04079026 0.04116587
 0.4054988  0.0543119  0.03425481 0.04266827 0.04387019 0.08563702
 0.09014423 0.15114183 0.03725962 0.0531851  0.38852163 0.07331731]","[ 7.66347414e-04  8.73583455e-08  1.93599785e-14  4.36869839e-14
  4.69638775e-28  6.45773308e-18 -1.18053091e-27]"
3,108.0,"[0.01586914 0.02339994 0.01735276 0.0483774  0.10693359 0.09718675
 0.02734375 0.02824519 0.59788161 0.03740986 0.01945613 0.02396334
 0.01968149 0.05235877 0.09660457 0.12710337 0.02854567 0.03305288
 0.55964543 0.03958834 0.02584135 0.0327524  0.02103365 0.04747596
 0.06460337 0.16225962 0.03335337 0.04086538 0.51081731 0.0609976 ]","[ 7.92051544e-04  1.80503367e-07  1.42420315e-13  8.55233882e-15
 -1.12214192e-28 -3.07849273e-18  2.76581812e-28]"
3,107.0,"[0.0233436  0.03286508 0.01983173 0.03701547 0.05866887 0.08526142
 0.02520282 0.03425481 0.62967623 0.05387996 0.02276142 0.02794471
 0.02253606 0.04394531 0.06234976 0.11636118 0.02516526 0.03508113
 0.5948768  0.04897837 0.02914663 0.03064904 0.01832933 0.05198317
 0.04567308 0.16766827 0.02734375 0.04477163 0.52674279 0.05769231]","[ 1.03151696e-03  4.59555682e-07  4.01051898e-11  5.09974587e-12
 -1.56764958e-23 -2.66044847e-15  7.12281248e-23]"
3,107.0,"[0.03205754 0.04298753 0.0400954  0.07936448 0.10665189 0.0936561
 0.03891226 0.04775766 0.44486178 0.07365535 0.02884615 0.04003906
 0.04124099 0.08804087 0.10629507 0.12131911 0.04597356 0.04604868
 0.41120793 0.07098858 0.04387019 0.05649038 0.03665865 0.07211538
 0.06069712 0.13491587 0.04387019 0.06670673 0.3828125  0.10186298]","[ 7.66433638e-04  9.22895561e-08  5.78889450e-15  1.96996428e-14
  6.37519909e-29 -4.19420593e-18 -2.00478264e-28]"
3,102.0,"[0.01802885 0.0323768  0.03079928 0.09190956 0.2262808  0.15833459
 0.04670598 0.03652719 0.30051833 0.05851863 0.02133413 0.03545673
 0.03883714 0.10223858 0.203125   0.16143329 0.04890325 0.03966346
 0.28801082 0.0609976  0.03185096 0.0483774  0.05108173 0.09555288
 0.15024038 0.18449519 0.04777644 0.05438702 0.26382212 0.07241587]","[ 8.26388383e-04  3.02552480e-08  1.08005962e-12  2.29833588e-12
 -3.54934963e-24 -1.67937248e-16  7.17425426e-25]"
3,115.0,"[0.00910832 0.01549354 0.00877028 0.02217924 0.03682767 0.06685697
 0.01346529 0.01821665 0.78417969 0.02490234 0.00991587 0.01472356
 0.01104267 0.02764423 0.03733474 0.09540264 0.01314603 0.01915565
 0.74654447 0.02509014 0.01171875 0.0171274  0.00901442 0.04116587
 0.0297476  0.14152644 0.01382212 0.02734375 0.68389423 0.02463942]","[ 9.47308666e-04  3.98268174e-07  4.71870938e-11  3.66644316e-12
  2.10493650e-24 -1.53502562e-15 -4.81797971e-23]"
3,110.0,"[0.03941932 0.05386118 0.05594576 0.12184495 0.18592248 0.14637169
 0.06387094 0.06003981 0.18682392 0.08589994 0.04717548 0.05408654
 0.05724159 0.12672776 0.16984675 0.1473107  0.06227464 0.06618089
 0.17232572 0.09682993 0.05258413 0.06640625 0.06370192 0.13942308
 0.12680288 0.1703726  0.0688101  0.07542067 0.1421274  0.09435096]","[ 8.24543216e-04  1.08300292e-09  8.50599874e-13  8.56509183e-14
 -5.86313421e-27  1.12812161e-18 -2.23627203e-26]"
3,105.0,"[0.03686523 0.04411433 0.03438627 0.05371094 0.07016226 0.07065054
 0.03558819 0.04580454 0.52796349 0.08075421 0.03350361 0.03538161
 0.03327825 0.06332632 0.08751502 0.10298978 0.0386869  0.03891226
 0.5003756  0.06603065 0.03455529 0.0375601  0.03605769 0.07361779
 0.06460337 0.1343149  0.03485577 0.0453726  0.46484375 0.07421875]","[9.08538120e-04 2.20690453e-07 2.55190741e-12 6.30887679e-13
 7.22345697e-25 2.87232796e-16 3.44984856e-25]"
3,108.0,"[0.01761569 0.03309044 0.02602915 0.07307317 0.14483173 0.13551683
 0.04479041 0.04268705 0.42998798 0.05237755 0.02862079 0.03786058
 0.03004808 0.07158954 0.12860577 0.15414663 0.04214243 0.0483774
 0.39317909 0.06542969 0.03966346 0.046875   0.02854567 0.06790865
 0.11177885 0.18479567 0.04387019 0.06430288 0.33924279 0.07301683]","[ 7.22515820e-04  9.39338350e-09  3.98787469e-12  3.98909063e-13
 -3.00228007e-25  1.02731877e-17 -4.03738237e-25]"
3,120.0,"[0.02170974 0.0391564  0.03819862 0.09594727 0.17255108 0.16766827
 0.05547626 0.04689378 0.29905349 0.0633451  0.046875   0.05220853
 0.03688401 0.07579627 0.13363882 0.14670974 0.04807692 0.06144832
 0.2890625  0.10929988 0.05528846 0.05228365 0.04176683 0.09435096
 0.10606971 0.17578125 0.05438702 0.06340144 0.2436899  0.11298077]","[6.92784323e-04 1.38729644e-08 4.65101504e-11 2.87234863e-13
 7.61756608e-25 1.15462172e-17 7.22442937e-25]"
3,90.0,"[0.02373798 0.04371995 0.02246094 0.05044321 0.09624775 0.10522461
 0.03699669 0.04811448 0.50858248 0.06447191 0.03463041 0.03853666
 0.02321214 0.05446214 0.08841647 0.12853065 0.03463041 0.05205829
 0.47483474 0.0706881  0.03094952 0.0483774  0.02433894 0.07602163
 0.07061298 0.15685096 0.03485577 0.05649038 0.421875   0.0796274 ]","[ 1.10417983e-03  1.62500481e-07  2.02172555e-11  9.96494719e-13
  3.74966471e-24 -2.17803066e-16  2.43832175e-24]"
3,107.0,"[0.02565355 0.0379357  0.02599159 0.05031175 0.06567383 0.07391827
 0.02847055 0.04212365 0.58477314 0.06514799 0.02907151 0.03665865
 0.02764423 0.04664964 0.06347656 0.09863281 0.03417969 0.04604868
 0.5554387  0.06219952 0.0405649  0.04296875 0.02073317 0.04507212
 0.03846154 0.125      0.02884615 0.0561899  0.52554087 0.0766226 ]","[ 9.96908328e-04  4.25332657e-07  1.34436818e-11  1.09767310e-12
 -1.58907644e-25  5.24628242e-16  4.21366523e-24]"
3,115.0,"[0.00978441 0.01568134 0.01044171 0.02576623 0.04255559 0.08071665
 0.01607572 0.02056415 0.75328651 0.0251277  0.01096755 0.01622596
 0.01081731 0.03282752 0.04184195 0.10644531 0.01720252 0.02125901
 0.70838341 0.03402945 0.01201923 0.0171274  0.00871394 0.04447115
 0.03425481 0.16346154 0.02163462 0.02854567 0.64573317 0.02403846]","[ 9.45013081e-04  3.94522497e-07  4.78055672e-11  3.81819319e-12
  3.84095586e-24 -1.52509006e-15 -5.14421206e-23]"
3,104.0,"[0.01714618 0.02413236 0.01586914 0.03201998 0.05038687 0.06015249
 0.02139047 0.02777569 0.7115948  0.039532   0.01802885 0.02178486
 0.02073317 0.03598257 0.04807692 0.09051983 0.02201022 0.0301232
 0.67810998 0.03463041 0.01953125 0.02674279 0.01893029 0.04086538
 0.03665865 0.13311298 0.02313702 0.03665865 0.61959135 0.04477163]","[ 1.08470402e-03  7.30558870e-07  3.28946915e-11  3.15558505e-12
  7.61723828e-25 -8.04382419e-16 -3.21411059e-23]"
3,104.0,"[0.02805739 0.04022686 0.04101562 0.07889498 0.10362831 0.10190054
 0.04460261 0.04559796 0.43383789 0.08223783 0.02636719 0.03530649
 0.04409555 0.08721454 0.10434195 0.1171875  0.04544772 0.04319411
 0.41631611 0.08052885 0.04146635 0.04326923 0.04356971 0.07782452
 0.06730769 0.13792067 0.04356971 0.06039663 0.39573317 0.08894231]","[ 8.58744327e-04  1.43342842e-07  2.46537056e-13  4.76900393e-13
  1.62933643e-25  1.77668695e-16 -1.38875807e-26]"
3,113.0,"[0.03735352 0.04435847 0.03851788 0.05607722 0.06154222 0.06860352
 0.03521259 0.04749474 0.53138146 0.07945838 0.03816106 0.03530649
 0.03628305 0.06054688 0.0691857  0.10501803 0.04364483 0.04146635
 0.50390625 0.06648137 0.03725962 0.0390625  0.03425481 0.06009615
 0.06640625 0.13341346 0.03876202 0.05138221 0.4672476  0.07211538]","[ 8.06131054e-04  1.49774344e-07  1.09423718e-13  3.26478730e-14
 -1.80847135e-27 -1.07996440e-17  7.32972736e-28]"
3,103.0,"[0.01325871 0.02912785 0.02529672 0.09311148 0.226093   0.18342473
 0.05250901 0.03376653 0.30038687 0.04302509 0.0241887  0.03448017
 0.03215144 0.09149639 0.21559495 0.17871094 0.05010517 0.04101562
 0.26352163 0.06873498 0.03034856 0.04356971 0.03185096 0.10246394
 0.19561298 0.21514423 0.05168269 0.05709135 0.2016226  0.07061298]","[7.53710900e-04 4.33393943e-08 6.16038572e-11 2.82035356e-12
 3.71739062e-23 5.54665440e-16 3.66323699e-25]"
3,116.0,"[0.02679913 0.03987004 0.03763522 0.07938326 0.11570388 0.09592849
 0.04174805 0.0453726  0.45098407 0.06657527 0.03147536 0.03650841
 0.03891226 0.08143029 0.11237981 0.11253005 0.04244291 0.04897837
 0.42472957 0.07061298 0.04086538 0.04567308 0.03846154 0.07301683
 0.08774038 0.12680288 0.0405649  0.05829327 0.40294471 0.08563702]","[ 7.23411942e-04  7.77910513e-08  3.93376066e-16  4.39479648e-15
  3.32437920e-30 -6.33996860e-19 -4.72642613e-30]"
3,109.0,"[0.02067683 0.04015174 0.04531626 0.12573242 0.18958459 0.15429688
 0.05819937 0.05080003 0.24733323 0.06790865 0.04319411 0.05634014
 0.05761719 0.10111178 0.13596755 0.13529147 0.0550631  0.07016226
 0.23730469 0.10794772 0.06039663 0.07722356 0.05168269 0.07992788
 0.09855769 0.15054087 0.05799279 0.09194712 0.20612981 0.12560096]","[ 6.92122570e-04  3.01867235e-08  5.68946262e-13  4.51811296e-15
 -1.30554441e-28  7.84868657e-19  1.88226821e-28]"
3,108.0,"[0.03016076 0.0464055  0.04002028 0.0848107  0.13324444 0.15724534
 0.05834961 0.05014273 0.32880108 0.07081956 0.04462139 0.05235877
 0.03613281 0.07361779 0.12913161 0.16616587 0.05093149 0.05799279
 0.29657452 0.09247296 0.04236779 0.05198317 0.0375601  0.08683894
 0.14393029 0.19080529 0.05378606 0.05769231 0.24729567 0.08774038]","[ 7.75025016e-04  3.65232173e-08  7.44570721e-12  3.64794515e-12
 -2.83815605e-24 -1.01165231e-16 -1.87988578e-23]"
3,108.0,"[0.02039513 0.02948468 0.02035757 0.04216121 0.07080078 0.09741211
 0.0297476  0.03564453 0.60661433 0.04738206 0.02478966 0.02711839
 0.01953125 0.04462139 0.07895132 0.1261268  0.02809495 0.03861178
 0.56655649 0.04559796 0.02734375 0.02854567 0.01742788 0.0483774
 0.078125   0.17548077 0.03215144 0.04477163 0.49789663 0.04987981]","[ 7.49094142e-04  3.31265303e-08  6.41791615e-12  1.76935762e-13
 -5.64277998e-26  3.13020823e-17  1.79905558e-25]"
3,115.0,"[0.03817984 0.05380484 0.05943885 0.12426758 0.18355619 0.14284105
 0.06661283 0.05592698 0.18594126 0.08943059 0.05806791 0.06317608
 0.06385216 0.10990084 0.14227764 0.13814603 0.05964543 0.07158954
 0.18028846 0.11305589 0.06971154 0.07542067 0.06159856 0.10697115
 0.09585337 0.16045673 0.05739183 0.07301683 0.15715144 0.14242788]","[ 1.27869552e-03  3.11674578e-07  1.23271875e-11  4.59206045e-12
  3.29838579e-23  2.49377701e-15 -1.02830942e-23]"
3,104.0,"[0.02283654 0.03960712 0.04411433 0.12774189 0.26029147 0.16066331
 0.06079102 0.04619892 0.17429763 0.06345778 0.03553185 0.05003005
 0.05265925 0.12342248 0.21777344 0.16346154 0.05987079 0.05333534
 0.16383714 0.08007812 0.05348558 0.06039663 0.05979567 0.11237981
 0.1499399  0.1811899  0.07211538 0.06189904 0.13822115 0.11057692]","[ 1.03736417e-03  1.64033432e-07  2.57459345e-13  1.14480852e-12
  6.09549348e-25  4.21158660e-16 -1.21383820e-25]"
3,112.0,"[0.02445162 0.03611403 0.0325646  0.0791579  0.13942308 0.10646409
 0.03881836 0.04112831 0.43990385 0.06197416 0.02719351 0.03665865
 0.03455529 0.08676382 0.12845553 0.12883113 0.04259315 0.04402043
 0.41090745 0.06002103 0.03575721 0.0453726  0.03786058 0.07932692
 0.08533654 0.14723558 0.0453726  0.05769231 0.38822115 0.07782452]","[ 9.30484961e-04  1.21387798e-07  3.59118131e-11  1.00482382e-11
  1.89476102e-22  3.50084283e-15 -2.30830415e-23]"
3,106.0,"[0.0247521  0.03598257 0.02657377 0.06708233 0.11696214 0.13675631
 0.0406588  0.04387019 0.4444674  0.06289438 0.02764423 0.03740986
 0.03109976 0.07444411 0.11538462 0.1484375  0.04394531 0.04176683
 0.41353666 0.06633113 0.03425481 0.04897837 0.0390625  0.08022837
 0.0844351  0.16977163 0.04417067 0.04987981 0.37319712 0.07602163]","[ 1.02796412e-03  9.54250362e-08  1.24559693e-10  9.79689743e-12
 -1.18166913e-22  3.02095450e-15  3.21185082e-22]"
3,107.0,"[0.03461163 0.0456543  0.04308143 0.08520508 0.11739408 0.09292368
 0.04387019 0.0480018  0.41137695 0.07788086 0.03004808 0.04289363
 0.0457482  0.09630409 0.12214543 0.11771334 0.04672476 0.04867788
 0.38326322 0.06648137 0.04897837 0.0483774  0.04717548 0.07752404
 0.06911058 0.13792067 0.04447115 0.06460337 0.36358173 0.09825721]","[ 7.43527165e-04  5.47914801e-08  2.59714418e-14  3.30946396e-14
  4.04909763e-28 -2.07360016e-18 -8.81723814e-28]"
