Classe,Caractéristique Couleur,Caractéristique LPB,Caractéristique Fréquentielle
1,12.0,"[0.023907   0.04033954 0.03138146 0.09938401 0.20212966 0.14287861
 0.04931641 0.05027419 0.2956543  0.06473483 0.01795373 0.02907151
 0.03763522 0.12980769 0.23009315 0.14558293 0.04845252 0.04191707
 0.26472356 0.05476262 0.02554087 0.04206731 0.05288462 0.14453125
 0.16887019 0.15384615 0.05769231 0.05649038 0.23617788 0.06189904]","[9.78792687e-04 5.06060166e-08 1.68158322e-13 8.92939950e-12
 4.40833931e-24 1.50874690e-15 1.00145705e-23]"
1,19.0,"[0.01476112 0.02448918 0.02214168 0.06826547 0.15745192 0.09831355
 0.03455529 0.03239558 0.50760592 0.04002028 0.01186899 0.01938101
 0.02569111 0.095628   0.15917969 0.10712139 0.03282752 0.03140024
 0.4839994  0.03290264 0.01682692 0.02103365 0.0390625  0.1108774
 0.11448317 0.13311298 0.03305288 0.03936298 0.45072115 0.04146635]","[ 1.08079556e-03  2.91700749e-07  5.49103206e-12  1.98828049e-12
 -6.33301354e-24  3.96171974e-16  1.74742250e-24]"
1,13.0,"[0.0328463  0.0547814  0.03799204 0.10349684 0.21518179 0.14355469
 0.0559082  0.06511043 0.20539739 0.08573092 0.03387921 0.04454627
 0.04732572 0.13679387 0.22280649 0.14347957 0.03846154 0.0636268
 0.18239183 0.0866887  0.02764423 0.04627404 0.06280048 0.20913462
 0.16676683 0.15354567 0.02644231 0.07301683 0.14633413 0.08804087]","[ 1.64437386e-03  4.48826401e-07  3.51933116e-12  2.63309181e-11
 -2.51927734e-22  1.44836401e-14  2.79320503e-23]"
1,103.0,"[0.00907076 0.02326848 0.0140287  0.09070763 0.13872822 0.25448843
 0.05885667 0.0550631  0.31403996 0.04174805 0.01472356 0.03320312
 0.0241887  0.09900841 0.16240986 0.27944712 0.06948618 0.05664062
 0.20710637 0.05378606 0.01592548 0.03455529 0.02764423 0.11688702
 0.19591346 0.32361779 0.06340144 0.05649038 0.12169471 0.04387019]","[1.04778172e-03 1.58781414e-07 6.05433079e-10 5.14930432e-10
 2.79692345e-19 2.05132779e-13 6.65981790e-20]"
1,19.0,"[0.00892052 0.02764423 0.01400992 0.07949594 0.18261719 0.19953801
 0.05241511 0.04713792 0.34112079 0.04710036 0.01645132 0.0297476
 0.02366286 0.08819111 0.20560397 0.19839243 0.05724159 0.04154147
 0.29071514 0.04845252 0.01862981 0.0327524  0.03094952 0.09555288
 0.20582933 0.22235577 0.05799279 0.04356971 0.23978365 0.05258413]","[7.31422768e-04 1.85658263e-08 2.87684906e-13 1.80907777e-12
 6.87259523e-25 1.47986101e-16 1.10948866e-24]"
1,16.0,"[0.02837665 0.04424579 0.02653621 0.07735502 0.17604417 0.10037936
 0.03466797 0.04989859 0.3965595  0.06593675 0.02216046 0.03478065
 0.03230168 0.10689603 0.17983774 0.11703726 0.02914663 0.04657452
 0.37469952 0.0565655  0.03305288 0.05408654 0.04597356 0.09765625
 0.1015625  0.13581731 0.03816106 0.06009615 0.34915865 0.0844351 ]","[ 8.62491776e-04  5.26622735e-08  6.23267784e-14  1.21642836e-13
  8.32737950e-27 -7.82633723e-18  6.54519820e-27]"
1,18.0,"[0.01185021 0.02351262 0.02124023 0.06020883 0.115779   0.14068134
 0.03555063 0.02865835 0.52614183 0.03637695 0.01840445 0.02336238
 0.02298678 0.06317608 0.11726262 0.1644381  0.03177584 0.03290264
 0.48279748 0.04289363 0.0219351  0.03064904 0.01893029 0.07241587
 0.10096154 0.15805288 0.03515625 0.03786058 0.45252404 0.07151442]","[ 8.00706362e-04  1.82336944e-07  1.17391884e-11  9.44393972e-14
 -6.42353592e-26 -1.09344862e-17  7.59050296e-26]"
1,18.0,"[0.0081881  0.01996319 0.0162823  0.04802058 0.09273588 0.13211764
 0.03053636 0.02360652 0.59880183 0.0297476  0.0160006  0.02396334
 0.0223107  0.04454627 0.08045373 0.15625    0.02899639 0.03019832
 0.55746695 0.0398137  0.01352163 0.03004808 0.02043269 0.05138221
 0.08924279 0.18509615 0.03125    0.03695913 0.50871394 0.03335337]","[ 8.44373867e-04  2.66082363e-07  3.04588013e-12  4.58823484e-13
 -2.68474626e-25 -1.91336899e-16  4.71302613e-25]"
1,15.0,"[0.02841421 0.05147611 0.03735352 0.10550631 0.21972656 0.15763972
 0.06328876 0.05885667 0.20372596 0.07401217 0.03102464 0.044997
 0.04281851 0.11974159 0.23332332 0.16804387 0.05761719 0.04905349
 0.17563101 0.0777494  0.03605769 0.05859375 0.04807692 0.12890625
 0.19771635 0.19080529 0.06009615 0.05679087 0.14332933 0.0796274 ]","[ 1.15455435e-03  4.40492274e-09  1.07358921e-12  4.21916170e-12
 -3.99446916e-24  2.73464637e-16  8.04225885e-24]"
1,11.0,"[0.01051683 0.02554087 0.0150616  0.05588942 0.12451172 0.13489709
 0.04007662 0.04030198 0.51570012 0.03750376 0.01802885 0.02614183
 0.01690204 0.06159856 0.1335637  0.14821214 0.03763522 0.04109075
 0.46604567 0.05078125 0.015625   0.01893029 0.02373798 0.08353365
 0.14122596 0.18509615 0.04146635 0.04717548 0.39332933 0.04987981]","[7.66521176e-04 1.21583883e-07 7.05968173e-11 1.27583329e-11
 3.42705363e-22 3.78394726e-15 1.70775162e-22]"
1,16.0,"[0.01059195 0.0226863  0.01797251 0.06041541 0.17377178 0.11470853
 0.03196364 0.03014198 0.50292969 0.03481821 0.00923978 0.02020733
 0.02043269 0.07767428 0.19140625 0.11696214 0.02929688 0.02786959
 0.47941707 0.02749399 0.00961538 0.02854567 0.03125    0.09405048
 0.15414663 0.14543269 0.03245192 0.03365385 0.43960337 0.03125   ]","[9.10540081e-04 2.31112859e-07 5.44103086e-13 1.13644432e-12
 8.38410970e-25 5.45396556e-16 3.09290097e-25]"
1,17.0,"[0.01138071 0.02647987 0.0171274  0.07650992 0.16763071 0.15149865
 0.04448993 0.03894982 0.42311448 0.04281851 0.01277043 0.02478966
 0.02261118 0.09397536 0.19388522 0.13746995 0.04033954 0.03786058
 0.38964844 0.04664964 0.01532452 0.03245192 0.03365385 0.12049279
 0.1499399  0.16225962 0.04747596 0.05018029 0.3422476  0.04597356]","[7.09358901e-04 7.60362311e-08 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00]"
1,12.0,"[0.01588792 0.02755033 0.0245643  0.07254733 0.15711388 0.09643555
 0.03340971 0.03243314 0.50163386 0.03842398 0.01442308 0.02133413
 0.02651743 0.09254808 0.16143329 0.10479267 0.03267728 0.03034856
 0.48234675 0.03357873 0.02013221 0.03485577 0.03635817 0.09585337
 0.10036058 0.12890625 0.03996394 0.0375601  0.45342548 0.05258413]","[7.98846348e-04 1.47486873e-07 3.19273468e-13 4.03421087e-14
 1.45021717e-27 2.79568941e-20 4.34271284e-27]"
1,16.0,"[0.01391602 0.02567233 0.01601938 0.06034029 0.11346905 0.11384465
 0.03566331 0.03690279 0.54315655 0.04101562 0.00961538 0.01908053
 0.02163462 0.08413462 0.13979868 0.12116887 0.03297776 0.03222656
 0.50480769 0.03455529 0.01292067 0.02674279 0.02644231 0.109375
 0.11328125 0.13040865 0.02614183 0.03786058 0.46574519 0.05108173]","[ 8.10803393e-04  2.18745117e-07  2.01847400e-13  1.20323160e-13
  1.81368268e-26  5.41615638e-17 -4.76164935e-27]"
1,13.0,"[0.01246995 0.03217022 0.02030123 0.09765625 0.22718224 0.22042142
 0.05795523 0.05406776 0.22872221 0.04905349 0.01735276 0.03094952
 0.02914663 0.11703726 0.27020733 0.21048678 0.05626502 0.04702524
 0.17179988 0.04972957 0.02253606 0.03635817 0.03635817 0.13551683
 0.25961538 0.21634615 0.04507212 0.0609976  0.12469952 0.0625    ]","[ 7.68884465e-04  9.74484507e-08  1.58164490e-12  8.48531130e-13
  4.93427777e-25  1.59078372e-16 -8.50193974e-25]"
1,12.0,"[0.01806641 0.03055514 0.02991662 0.0944073  0.19816707 0.12479342
 0.0458421  0.03771034 0.37809871 0.04244291 0.01404748 0.02125901
 0.03230168 0.12334736 0.21942608 0.12732873 0.03973858 0.03387921
 0.35652043 0.03215144 0.02163462 0.03816106 0.04417067 0.13070913
 0.16105769 0.13942308 0.04176683 0.03936298 0.33173077 0.05198317]","[9.63209547e-04 6.72867253e-08 9.11636564e-13 7.37115688e-12
 1.21576655e-23 1.46870271e-15 1.47412804e-23]"
1,13.0,"[0.01801007 0.03417969 0.0243765  0.10836088 0.2658128  0.19442984
 0.05791767 0.05284706 0.18601638 0.05804913 0.01502404 0.0253155
 0.03004808 0.14753606 0.31467849 0.17826022 0.04409555 0.0461238
 0.1503155  0.04860276 0.0171274  0.0297476  0.04146635 0.19741587
 0.26893029 0.17908654 0.046875   0.04957933 0.11268029 0.05709135]","[ 7.21346321e-04  9.31572515e-08  3.51395219e-18  6.96451587e-19
  5.42322896e-37  1.19302857e-22 -9.44952312e-37]"
1,12.0,"[0.00330529 0.00916466 0.00277945 0.0317195  0.04888447 0.11572266
 0.01979417 0.02623573 0.72690054 0.01549354 0.00383113 0.00713642
 0.00323017 0.03808594 0.07594651 0.15362079 0.02651743 0.0234375
 0.65414663 0.01404748 0.00390625 0.00871394 0.00751202 0.05078125
 0.07842548 0.20102163 0.02403846 0.03635817 0.57271635 0.01652644]","[ 6.60553195e-04  1.62425621e-08  3.81642819e-12  1.37651513e-13
 -9.97188135e-26  1.75123883e-17 -3.19591404e-27]"
1,16.0,"[0.02272386 0.03431115 0.02458308 0.08011569 0.16498272 0.11390099
 0.03911884 0.04689378 0.41676683 0.05660306 0.01307091 0.02321214
 0.03177584 0.12229567 0.18344351 0.1242488  0.03215144 0.04304387
 0.38138522 0.0453726  0.01923077 0.03395433 0.05048077 0.14152644
 0.12049279 0.14002404 0.03876202 0.05378606 0.34825721 0.05348558]","[ 7.86670258e-04  9.96816607e-08  2.84189476e-15  1.11158965e-14
 -6.24453493e-29 -3.26575542e-18  1.99100019e-30]"
1,17.0,"[0.00878906 0.02480844 0.01832933 0.07483849 0.18310547 0.15343299
 0.04184195 0.03421725 0.42104868 0.03958834 0.01141827 0.02201022
 0.02133413 0.0848107  0.21296575 0.14978966 0.03560697 0.0308744
 0.38769531 0.04349459 0.01322115 0.02854567 0.02914663 0.10757212
 0.18028846 0.171875   0.03876202 0.04567308 0.34014423 0.04477163]","[ 1.16994969e-03  1.78641057e-07  4.23079693e-11  4.03861572e-12
  5.09755424e-23  5.90054032e-17 -1.37252955e-23]"
1,20.0,"[0.01034781 0.02116511 0.01724008 0.07910156 0.18718074 0.16526442
 0.04293119 0.0328463  0.40664438 0.0372784  0.00578425 0.01389724
 0.0163762  0.1101262  0.23955829 0.14325421 0.03170072 0.02576623
 0.37582632 0.03771034 0.00721154 0.01622596 0.02403846 0.15625
 0.19170673 0.16706731 0.03695913 0.03425481 0.33112981 0.03515625]","[ 8.83030453e-04  1.18047350e-07  2.47319793e-12  2.76087153e-12
  7.19945529e-24  5.67390856e-16 -4.63740299e-25]"
1,13.0,"[0.01894907 0.03168194 0.02651743 0.08479192 0.17029748 0.12212665
 0.04122221 0.040471   0.41240986 0.05153245 0.0163762  0.02636719
 0.02997296 0.10779748 0.18509615 0.1313101  0.03808594 0.03801082
 0.38288762 0.04409555 0.02043269 0.03034856 0.04296875 0.125
 0.14242788 0.1391226  0.04206731 0.04597356 0.34945913 0.06219952]","[ 8.12916217e-04  9.63462705e-08  1.00389423e-12  1.85577644e-14
  1.45559035e-27  5.70836098e-18 -2.07298462e-27]"
1,17.0,"[0.0086576  0.01592548 0.0094088  0.04542894 0.09040715 0.11919697
 0.029372   0.03017954 0.62285907 0.02856445 0.00923978 0.01509916
 0.01006611 0.05250901 0.11380709 0.13716947 0.02719351 0.02952224
 0.57279147 0.03260216 0.00961538 0.01382212 0.01592548 0.06370192
 0.11778846 0.18359375 0.0249399  0.04146635 0.50300481 0.02614183]","[7.44379497e-04 7.51549838e-08 6.29079034e-11 6.45457984e-12
 1.27506905e-22 1.58914960e-15 2.56600061e-23]"
1,15.0,"[0.01953125 0.03258338 0.02666767 0.08015325 0.17255108 0.12120643
 0.04090294 0.03804838 0.41922701 0.04912861 0.01667668 0.03222656
 0.0316256  0.09164663 0.1808143  0.13085938 0.04011418 0.04131611
 0.38807091 0.04664964 0.02914663 0.04296875 0.04417067 0.08774038
 0.11748798 0.15264423 0.04447115 0.0531851  0.36177885 0.06640625]","[ 7.91990958e-04  9.49625309e-08  2.02829103e-13  4.76367263e-14
  4.28332943e-27 -1.38286909e-17  1.89180246e-27]"
1,14.0,"[0.01601938 0.03245192 0.02918419 0.12214543 0.30322266 0.18250451
 0.05816181 0.04371995 0.16177133 0.05081881 0.01419772 0.02967248
 0.03598257 0.16060697 0.31415264 0.1714994  0.0483774  0.04484675
 0.13371394 0.04695012 0.02103365 0.03846154 0.05649038 0.19260817
 0.23858173 0.15985577 0.05769231 0.06039663 0.10877404 0.06610577]","[ 1.21633862e-03  2.68764439e-09  4.41841019e-11  1.53758751e-11
  1.52370338e-22 -7.75742719e-16  3.70672468e-22]"
1,9.0,"[0.01538086 0.02229192 0.02214168 0.05881911 0.09673603 0.0703125
 0.02779447 0.02809495 0.61979793 0.03863056 0.00999099 0.01667668
 0.02771935 0.08120493 0.09457632 0.08901743 0.02569111 0.02614183
 0.60088642 0.02809495 0.0219351  0.0249399  0.03455529 0.06610577
 0.04777644 0.12109375 0.02674279 0.02854567 0.57512019 0.0531851 ]","[ 1.02117153e-03  5.15461919e-07  7.65257620e-13  5.27901884e-13
  3.35487767e-25  3.78974066e-16 -5.43395779e-27]"
1,16.0,"[0.01846079 0.03166316 0.02636719 0.0713454  0.13016451 0.10143104
 0.0401893  0.03607647 0.50200947 0.04229267 0.01652644 0.02283654
 0.03290264 0.09029447 0.13716947 0.109375   0.0398137  0.03170072
 0.47971755 0.03966346 0.02704327 0.03545673 0.04176683 0.08924279
 0.08804087 0.12560096 0.03786058 0.03725962 0.45552885 0.06219952]","[7.49251918e-04 1.33567013e-07 2.82995492e-16 1.42284684e-16
 1.94534481e-32 3.26710304e-20 2.08984264e-32]"
1,17.0,"[0.01239483 0.03064904 0.02159706 0.07440655 0.16180889 0.14729192
 0.0480957  0.03682767 0.41637245 0.05055589 0.0171274  0.02967248
 0.02952224 0.08090445 0.17810998 0.14986478 0.03996394 0.03620793
 0.38844651 0.05018029 0.02794471 0.03725962 0.03725962 0.08233173
 0.14092548 0.18179087 0.04206731 0.04326923 0.34405048 0.06310096]","[ 8.54298605e-04  9.37178066e-08  2.22443641e-13  2.07262069e-13
  4.36319006e-26 -2.55504557e-17 -8.76232794e-27]"
1,15.0,"[0.01442308 0.02460186 0.02339994 0.08700796 0.20774489 0.14364859
 0.04338191 0.03459285 0.38146034 0.03973858 0.01337139 0.01772837
 0.02621695 0.11853966 0.23204627 0.13033353 0.03808594 0.03094952
 0.3605018  0.03222656 0.01472356 0.02704327 0.03966346 0.13762019
 0.18840144 0.14002404 0.04356971 0.04146635 0.32842548 0.0390625 ]","[7.25877547e-04 3.80842827e-08 2.08669953e-14 6.97269602e-13
 4.05132793e-26 1.10369357e-16 7.37063519e-26]"
1,16.0,"[0.00557767 0.01669546 0.00839468 0.04867788 0.15020282 0.15683218
 0.03502479 0.02687425 0.52501502 0.02670523 0.0081881  0.01787861
 0.01216947 0.05160757 0.18404447 0.16015625 0.02674279 0.02539062
 0.48662861 0.02719351 0.0141226  0.02253606 0.02013221 0.04867788
 0.1796875  0.17938702 0.03365385 0.02704327 0.44350962 0.03125   ]","[ 8.15687202e-04  2.15057555e-07  1.45457244e-13  7.27421772e-13
  2.19763005e-25  1.00296511e-16 -8.77047875e-26]"
1,18.0,"[0.01971905 0.03913762 0.02991662 0.1092811  0.24819712 0.19127479
 0.05972055 0.05241511 0.18977239 0.06056566 0.02313702 0.03485577
 0.03500601 0.13078425 0.27764423 0.18209135 0.04852764 0.04604868
 0.16098257 0.06092248 0.02674279 0.04176683 0.04116587 0.15324519
 0.25090144 0.19080529 0.0453726  0.0546875  0.12980769 0.06550481]","[1.22032986e-03 3.10084142e-07 1.89946766e-11 2.99157459e-12
 2.24757174e-23 1.65405746e-15 1.84105744e-24]"
1,19.0,"[0.01502404 0.02396334 0.0224046  0.06997446 0.15715144 0.09812575
 0.03295898 0.03263972 0.50905198 0.03870568 0.01216947 0.01945613
 0.02576623 0.09577825 0.15993089 0.10411659 0.03365385 0.02952224
 0.4851262  0.03448017 0.01742788 0.0219351  0.03996394 0.10637019
 0.10186298 0.14483173 0.03786058 0.03425481 0.4516226  0.04387019]","[ 1.08116380e-03  3.06179367e-07  2.68761816e-12  2.49726585e-12
 -6.03886862e-24  4.69720541e-16  2.32130753e-24]"
1,12.0,"[0.02724985 0.0471567  0.03594501 0.077186   0.13579853 0.11649264
 0.0533729  0.05014273 0.39229642 0.06435922 0.03440505 0.04304387
 0.04507212 0.08203125 0.12590144 0.11523438 0.04950421 0.04770132
 0.38228666 0.07481971 0.03695913 0.05048077 0.04477163 0.09314904
 0.1234976  0.14543269 0.03395433 0.05018029 0.34825721 0.07331731]","[ 7.49638331e-04  5.24752871e-08  3.90263243e-13  1.13269865e-12
  2.01380868e-25 -5.68082451e-17 -7.25671748e-25]"
1,9.0,"[0.02169096 0.04150391 0.03502479 0.11846454 0.26996319 0.17360276
 0.05810547 0.05049955 0.17133038 0.05981445 0.02058293 0.03185096
 0.04131611 0.15640024 0.28357873 0.17029748 0.04965445 0.04672476
 0.14340445 0.0561899  0.02463942 0.03816106 0.06009615 0.17367788
 0.24429087 0.15925481 0.04897837 0.05979567 0.12199519 0.06911058]","[ 8.34765878e-04  3.18013963e-10  1.12141352e-12  1.86599714e-13
 -2.92749014e-26  9.73610060e-19 -8.01819197e-26]"
1,14.0,"[0.01128681 0.02351262 0.01793495 0.07239709 0.15427809 0.11080228
 0.03588867 0.0319073  0.50390625 0.03808594 0.00871394 0.01960637
 0.02238582 0.09998498 0.1655649  0.11230469 0.03170072 0.03230168
 0.47859075 0.02884615 0.01231971 0.02163462 0.03185096 0.12530048
 0.13070913 0.13792067 0.03155048 0.03305288 0.44290865 0.0327524 ]","[8.87259693e-04 2.43703628e-07 1.32940987e-12 9.49497741e-13
 5.44930302e-25 3.05432463e-16 9.17086087e-25]"
1,12.0,"[0.01988807 0.03994516 0.03609525 0.12530048 0.28555063 0.17341496
 0.06037785 0.05033053 0.15311373 0.05598332 0.01878005 0.03109976
 0.04454627 0.16000601 0.30085637 0.16090745 0.05295974 0.0476262
 0.13085938 0.05235877 0.02614183 0.04296875 0.06159856 0.19801683
 0.20853365 0.15865385 0.06280048 0.0640024  0.10697115 0.0703125 ]","[ 7.09435430e-04  2.04299582e-11  1.98664243e-13  4.32049387e-13
  1.23815237e-25 -1.67918836e-19  2.63040613e-26]"
2,31.0,"[0.00595328 0.014686   0.00364333 0.0238131  0.03481821 0.0875338
 0.01806641 0.02687425 0.76263897 0.02197266 0.0078125  0.01134315
 0.00713642 0.03140024 0.04544772 0.12199519 0.01840445 0.02786959
 0.703125   0.02546575 0.00540865 0.01141827 0.00721154 0.04927885
 0.04387019 0.15715144 0.01682692 0.03245192 0.64633413 0.03004808]","[ 1.27646896e-03  8.61755860e-07  5.98851801e-10  7.60084437e-11
 -1.34906271e-20 -6.06252100e-14  8.99845417e-21]"
2,28.0,"[0.01690204 0.03555063 0.01504282 0.06244366 0.11669922 0.14426833
 0.04178561 0.05209585 0.45979192 0.05541992 0.02321214 0.0327524
 0.02403846 0.07985276 0.12620192 0.14054988 0.04199219 0.05235877
 0.40940505 0.06963642 0.02223558 0.03786058 0.03305288 0.09585337
 0.12049279 0.16766827 0.03455529 0.05859375 0.35336538 0.07632212]","[ 2.11170250e-03  3.49201310e-07  3.80521019e-09  1.92768377e-10
 -4.67160706e-20 -8.46845405e-15 -1.58351221e-19]"
2,24.0,"[0.00920222 0.02321214 0.01027269 0.05301608 0.11435171 0.14199594
 0.03769156 0.03748498 0.53517503 0.03759766 0.01419772 0.02576623
 0.01382212 0.06017127 0.12943209 0.1554988  0.03245192 0.03988882
 0.4855018  0.04326923 0.01652644 0.02554087 0.01592548 0.07542067
 0.12710337 0.1938101  0.03245192 0.0483774  0.41286058 0.05198317]","[ 8.26881000e-04  7.10998641e-08  9.14836671e-11  1.70371725e-11
 -7.60848299e-23 -1.65046373e-15  6.68300224e-22]"
2,24.0,"[0.00324895 0.00839468 0.00450721 0.02863957 0.08467924 0.09568434
 0.01616962 0.01705228 0.72793344 0.01369066 0.0059345  0.0081881
 0.00518329 0.0323768  0.10614483 0.10817308 0.01337139 0.01998197
 0.68329327 0.01735276 0.00570913 0.01262019 0.00540865 0.03305288
 0.11748798 0.14963942 0.01592548 0.02403846 0.62109375 0.01502404]","[ 1.73140128e-03  1.43571812e-06  2.57402745e-09  4.41637333e-10
 -2.52742807e-19 -4.20892022e-13  3.97295800e-19]"
2,24.0,"[0.00907076 0.01816031 0.00738056 0.03233924 0.06079102 0.12015475
 0.02244216 0.02800105 0.67025992 0.03140024 0.01104267 0.0167518
 0.01322115 0.03808594 0.06948618 0.12229567 0.01878005 0.0308744
 0.62469952 0.05476262 0.0141226  0.01772837 0.01472356 0.05168269
 0.06760817 0.18389423 0.02133413 0.03155048 0.5561899  0.04116587]","[ 7.61219756e-04  8.95763571e-08  1.05567443e-10  6.73720520e-12
  5.96024842e-24 -1.75207844e-17  1.79574877e-22]"
2,24.0,"[0.00484525 0.01064829 0.00386869 0.02760667 0.06567383 0.11536584
 0.01767203 0.02281776 0.7128155  0.01868615 0.00458233 0.00923978
 0.00525841 0.03463041 0.09134615 0.1313101  0.01855469 0.02095853
 0.66361178 0.02050781 0.00390625 0.01472356 0.00570913 0.04627404
 0.10066106 0.15925481 0.0219351  0.02854567 0.59435096 0.02463942]","[ 1.63767768e-03  1.37010079e-06  1.87035955e-09  2.86877761e-10
 -1.84504085e-19 -3.06860062e-13 -1.00582746e-19]"
2,22.0,"[0.01173753 0.02634841 0.01436674 0.05977689 0.12582632 0.15504808
 0.03889348 0.03894982 0.48634691 0.04270583 0.01727764 0.03079928
 0.01900541 0.06775841 0.1391226  0.1636869  0.03320312 0.04387019
 0.43554688 0.04972957 0.01983173 0.03605769 0.0234375  0.08774038
 0.12319712 0.19110577 0.03786058 0.04987981 0.36778846 0.06310096]","[ 9.03643542e-04  5.85420056e-08  1.73946077e-10  2.25514123e-11
 -1.40425475e-21 -5.38314461e-15  1.51777261e-22]"
2,24.0,"[0.01380334 0.03055514 0.01286433 0.04717548 0.11874624 0.1345027
 0.03254582 0.039532   0.52289288 0.04738206 0.01697716 0.02606671
 0.01810397 0.05776743 0.13461538 0.14753606 0.03222656 0.03703425
 0.47791466 0.05175781 0.01893029 0.0375601  0.01532452 0.06460337
 0.13792067 0.16225962 0.02884615 0.05138221 0.42908654 0.05408654]","[ 8.69594990e-04  7.68763390e-08  2.11918619e-10  2.92084069e-11
 -8.52435434e-22 -4.03186186e-15 -2.13402643e-21]"
2,25.0,"[0.00989709 0.02561599 0.01091121 0.05275316 0.11891526 0.16485126
 0.03750376 0.0408466  0.49575571 0.04294997 0.0167518  0.0297476
 0.01577524 0.05844351 0.13746995 0.16466346 0.03523137 0.04447115
 0.44516226 0.05228365 0.02103365 0.03725962 0.01953125 0.07001202
 0.13822115 0.18569712 0.03155048 0.05048077 0.38161058 0.06460337]","[ 7.60047108e-04  7.21882342e-08  3.47652628e-11  5.85457891e-12
 -2.05235054e-23 -3.63942003e-16  8.09642142e-23]"
2,24.0,"[0.01316481 0.02907151 0.01297701 0.04833984 0.12024865 0.1398738
 0.03222656 0.03917518 0.52152194 0.04340069 0.01682692 0.02426382
 0.01772837 0.06204928 0.14047476 0.15880409 0.02711839 0.03740986
 0.46702224 0.04830228 0.01772837 0.03786058 0.01802885 0.06310096
 0.13551683 0.17638221 0.02824519 0.05018029 0.41466346 0.05829327]","[ 8.65429020e-04  7.59323042e-08  2.07579917e-10  2.85566895e-11
 -7.69818379e-22 -3.78678160e-15 -2.05946714e-21]"
2,24.0,"[0.00905198 0.01981295 0.00892052 0.04304387 0.09912109 0.12896259
 0.02574745 0.029372   0.60396635 0.0320012  0.01021635 0.01742788
 0.01284555 0.06452825 0.11147837 0.1488131  0.02576623 0.03140024
 0.53898738 0.03853666 0.01111779 0.03155048 0.01382212 0.08052885
 0.09885817 0.18088942 0.0249399  0.04777644 0.46484375 0.04567308]","[ 7.72993856e-04  7.52801806e-08  1.20117644e-10  9.34468093e-12
 -3.08829351e-22 -2.38954096e-15  5.13923010e-23]"
2,155.0,"[0.01958759 0.04439603 0.0304988  0.08005934 0.1705604  0.11837064
 0.04244291 0.04899715 0.3913762  0.05371094 0.02741887 0.04469651
 0.02847055 0.08676382 0.16571514 0.1234976  0.03079928 0.04732572
 0.38115986 0.06415264 0.03575721 0.04206731 0.03515625 0.0874399
 0.15534856 0.14573317 0.0249399  0.04897837 0.3500601  0.07451923]","[ 6.92574725e-04  2.97340390e-08  1.15495457e-14  6.92601235e-14
  1.68537773e-27  1.02115480e-17 -9.98350688e-28]"
2,3.0,"[0.02482722 0.03814228 0.02721229 0.07222806 0.12274639 0.13335712
 0.04125977 0.04522236 0.42899264 0.06601187 0.03027344 0.03658353
 0.02621695 0.0796274  0.123122   0.15617488 0.0394381  0.04462139
 0.39670974 0.06723257 0.03846154 0.04146635 0.02253606 0.09465144
 0.10426683 0.19020433 0.04507212 0.0531851  0.32301683 0.08713942]","[ 6.64816493e-04  1.80599212e-08  1.24021139e-11  2.68300909e-13
  2.21259713e-25  8.16864023e-18 -4.36549391e-25]"
2,7.0,"[0.01832933 0.04052734 0.02189754 0.06244366 0.14548903 0.12173227
 0.04394531 0.04236779 0.4471905  0.05607722 0.02944712 0.03207632
 0.02591647 0.06888522 0.14242788 0.13716947 0.03523137 0.04251803
 0.4222506  0.06407752 0.03575721 0.03725962 0.02794471 0.07391827
 0.13191106 0.15384615 0.02764423 0.0453726  0.3984375  0.06790865]","[ 7.12421652e-04  9.06420929e-08  7.57560551e-12  2.81615071e-13
 -4.39471232e-26  1.77307930e-17  4.08977601e-25]"
2,9.0,"[0.01902419 0.02788837 0.01354041 0.04852764 0.09249174 0.11172251
 0.03053636 0.04300631 0.56413386 0.04912861 0.01622596 0.0215595
 0.01900541 0.06490385 0.11065204 0.14430589 0.02907151 0.03913762
 0.50405649 0.05108173 0.01893029 0.03695913 0.01802885 0.07121394
 0.1030649  0.16165865 0.0297476  0.05709135 0.43659856 0.06670673]","[ 7.08474417e-04  8.19363519e-08  5.03730122e-12  1.96490723e-13
 -1.62004975e-25 -5.62308266e-17  1.09400763e-25]"
2,175.0,"[0.02927809 0.04358849 0.03006686 0.07363657 0.125      0.12310322
 0.04216121 0.048753   0.41235352 0.07205904 0.03575721 0.04079026
 0.03057392 0.07947716 0.1265024  0.15256911 0.03680889 0.04845252
 0.37319712 0.07587139 0.04417067 0.0405649  0.02884615 0.09104567
 0.1108774  0.17247596 0.03125    0.05769231 0.33143029 0.09164663]","[6.67015457e-04 1.85685005e-08 1.25804200e-11 2.73288946e-13
 2.16340811e-25 7.27597743e-18 4.58232187e-25]"
2,178.0,"[0.00991587 0.01966271 0.00760592 0.03117488 0.08221905 0.12740385
 0.02514648 0.0299354  0.63521635 0.0317195  0.00908954 0.01908053
 0.01134315 0.04394531 0.09074519 0.15294471 0.0245643  0.02711839
 0.58203125 0.03913762 0.00871394 0.0234375  0.01171875 0.05528846
 0.09735577 0.16887019 0.02854567 0.03725962 0.53185096 0.03695913]","[ 1.33811685e-03  8.11478472e-07  8.94420214e-10  1.33990743e-10
 -4.01693684e-20 -1.16573222e-13  2.31957737e-20]"
