Classe,Couleur_0,Couleur_1,Couleur_2,Couleur_3,Couleur_4,Couleur_5,Caractéristique GLCM_0,Caractéristique GLCM_1,Caractéristique GLCM_2,Caractéristique GLCM_3,Caractéristique GLCM_4,Caractéristique GLCM_5,Caractéristique GLCM_6,Caractéristique GLCM_7,Entropie Forme,Moments de Hu_0,Moments de Hu_1,Moments de Hu_2,Moments de Hu_3,Moments de Hu_4,Moments de Hu_5,Moments de Hu_6
0.0,174.46617713341348,180.04325045072116,216.02048903245193,100.16103592881518,94.86210194571049,53.558175750531205,0.3491945908570716,0.33825910347285054,0.3427817425461137,0.3381624564906229,0.6173282969652837,0.5840403602938699,0.6154900867008799,0.5830047326069635,0.14081163127485388,0.0010703324829098423,6.10508268746906e-08,2.301227573899753e-12,2.093548872225655e-13,8.37152950156351e-26,4.5643721267746704e-17,-1.18775479535416e-25
0.0,156.5340294471154,151.8920147235577,196.86189152644232,96.53050763150107,102.43531384475445,62.55450663340001,0.2205461925440773,0.20594086707426024,0.21208316639051586,0.20576211699832644,0.5804493164198123,0.52447213832415,0.5815009700943645,0.5228455109577618,0.1399659965272514,0.0013024416855499884,1.0300715995899408e-07,4.780425562277449e-12,2.4229855277633e-11,1.1862790370040836e-22,3.682184159859617e-15,2.3222618955291336e-22
0.0,188.21309720552887,203.7740760216346,239.76288311298077,79.16606276225254,63.87399213699627,23.050446741721718,0.4083517687930456,0.3992455721973431,0.4093064624977335,0.3993330454983684,0.5529801895784984,0.5221213526477483,0.5580480996010326,0.5225167571998277,0.1345349670182242,0.000893972783127856,3.4485895400141016e-08,3.3787169046950286e-14,6.921867023922592e-13,1.0189372712064924e-25,1.0251217332464555e-16,-2.868655819962847e-26
0.0,192.60721529447116,229.74393404447116,217.09711162860577,87.82757812520943,37.269061923406426,54.087762417574666,0.40852276105498514,0.3982287023125841,0.40375420564836834,0.39821142019927513,0.7200827171607058,0.6599751416418829,0.6933825497660021,0.6620198080638113,0.0963995965411972,0.0008393066844578408,2.928375795933319e-08,1.2674458741974878e-13,1.6441602741721056e-12,7.418292607228412e-25,2.809824967152293e-16,1.1409663866147667e-25
0.0,198.07654747596155,215.26378455528848,221.7755596454327,78.69462982936967,51.39602403005319,40.352005443646966,0.3779180977940676,0.3718370947829146,0.37211632863629895,0.371870529218529,0.7096569791215424,0.622082284907188,0.6664618936287,0.6237031910044236,0.13581918797729756,0.0008724548668337205,3.837790749127844e-08,1.0800005210589415e-13,3.443167688259154e-14,1.7985266642813386e-27,-4.329346998414471e-18,-1.083457158598455e-27
0.0,175.5363957331731,220.69134990985577,204.5766789362981,95.08312143825503,41.46997960608743,60.163100090738524,0.34411765526280635,0.330849850452897,0.3352480175956684,0.3308213190924452,0.6518541670660188,0.5956433569409995,0.6327844714484742,0.596704899227148,0.11745974786598673,0.0009026724891784169,3.969737901133253e-08,2.785702691048578e-13,3.4898511777106074e-13,-9.317759036063939e-26,-6.942850345289255e-17,5.619643925688641e-26
0.0,217.5381798377404,242.39935772235577,236.66404371995193,79.33445554404884,26.086490187271334,37.463078047075925,0.5869180510450945,0.5804960938428191,0.5847148042018709,0.5804237544369972,0.853177968183934,0.8084359149639382,0.8260056032310958,0.8080338687624561,0.061412975089099084,0.0007516653079280037,2.31145345259328e-08,4.486736653258151e-14,6.470780773026015e-13,1.0115867582158634e-25,9.090647714609513e-17,-4.38543126380903e-26
0.0,130.4308143028846,213.8309607872596,197.2972693810096,110.80592355695822,37.03741263383211,51.3153113987431,0.24239419409399696,0.22996147710846437,0.23407906736652395,0.22986925034783293,0.6466503470498454,0.571199612145989,0.6321469336894534,0.5681683974323062,0.11114332293857333,0.0009689325194084087,4.928651198705194e-08,1.2655612692190543e-14,6.154862202615505e-14,1.045100427634108e-27,1.0743632415097028e-17,1.3632880279594978e-27
0.0,198.7228064903846,229.87449293870193,217.15399639423077,91.08234860531512,43.54959039817656,61.291153761382475,0.45779384766977416,0.4477228121543061,0.45023384023470336,0.4475550869890792,0.7465798878500043,0.7022883880724853,0.7231340793337808,0.6993096638049257,0.11734787213529746,0.0008423681816005438,2.9771754648205123e-08,4.7849623843324775e-14,9.347985930510938e-13,1.8735960672989426e-25,1.5486929070703818e-16,-6.311424813141562e-26
0.0,127.91633488581732,187.3076171875,171.85704627403848,113.26239019661959,60.259227424145585,72.36162760862784,0.13905015511590735,0.12286563149056698,0.1313691194313827,0.12269852286395809,0.5247774838898838,0.4226133836865249,0.4887972657537768,0.4177672627932188,0.13000856664588545,0.0011202921215468127,4.328942542467477e-08,1.8337495217222904e-12,1.4304945682968783e-11,7.041864989172357e-23,2.7069321386480707e-15,2.0224799310448842e-23
